State,Year,Age,Type of Disorder,Sex,Type of Mental Disorder,Occupation,"New cases per 100,000","New Cases / 100,000",
Karnataka,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Kerala,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Maharashtra,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Manipur,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Meghalaya,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Mizoram,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Nagaland,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Odisha,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Punjab,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Rajasthan,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Sikkim,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Tamil Nadu,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Tripura,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
West Bengal,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Bihar,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Chhattisgarh,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Jharkhand,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Gujarat,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Telangana,2019,35-39 y,Mental Disorder,Female,Conduct disorder,Work ,0,0,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4133.603847,4133,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,5539.861521,5539,
Uttarakhand,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4088.692877,4088,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4422.620603,4422,
Other Union Territories,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4798.277572,4798,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,5976.104383,5976,
Assam,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4224.296805,4224,
Delhi,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,3759.942053,3759,
Goa,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4283.160095,4283,
Haryana,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,6098.457609,6098,
Karnataka,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4484.345796,4484,
Kerala,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4344.481595,4344,
Maharashtra,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,5069.774075,5069,
Manipur,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4780.110814,4780,
Meghalaya,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,5491.536339,5491,
Mizoram,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,3938.262208,3938,
Nagaland,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4483.387697,4483,
Odisha,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,5680.397526,5680,
Punjab,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,3159.620542,3159,
Rajasthan,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4454.266254,4454,
Sikkim,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4255.639538,4255,
Tamil Nadu,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,6248.525525,6248,
Tripura,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4070.217273,4070,
West Bengal,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,4022.242266,4022,
Bihar,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,3842.370474,3842,
Chhattisgarh,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,2848.233276,2848,
Jharkhand,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,5228.729289,5228,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,3286.609701,3286,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,3936.724536,3936,
Gujarat,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,3808.378053,3808,
Telangana,2019,35-39 y,Mental Disorder,Male,Depressive disorders,Work ,5780.305763,5780,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5259.949349,5259,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,7229.535006,7229,
Uttarakhand,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5299.500663,5299,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5788.776663,5788,
Other Union Territories,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,6168.494946,6168,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,7419.338437,7419,
Assam,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5418.19371,5418,
Delhi,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5073.112242,5073,
Goa,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5419.438807,5419,
Haryana,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,8498.1918,8498,
Karnataka,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5567.785101,5567,
Kerala,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5577.267136,5577,
Maharashtra,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,6834.65981,6834,
Manipur,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,7668.886437,7668,
Meghalaya,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,6893.29697,6893,
Mizoram,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5194.602533,5194,
Nagaland,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5806.591512,5806,
Odisha,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,7412.678371,7412,
Punjab,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5267.466346,5267,
Rajasthan,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5360.155802,5360,
Sikkim,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5888.585358,5888,
Tamil Nadu,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,9620.529192,9620,
Tripura,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5375.814303,5375,
West Bengal,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,6695.420276,6695,
Bihar,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5403.575035,5403,
Chhattisgarh,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,4463.417589,4463,
Jharkhand,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5544.270247,5544,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5073.825923,5073,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,5047.584677,5047,
Gujarat,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,4499.808092,4499,
Telangana,2019,35-39 y,Mental Disorder,Female,Depressive disorders,Work ,7450.169249,7450,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,88.79759035,88,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,92.5746075,92,
Uttarakhand,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,97.0489111,97,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,96.01138914,96,
Other Union Territories,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,100.8381611,100,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,93.20485817,93,
Assam,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,85.02033018,85,
Delhi,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,105.5529879,105,
Goa,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,110.6044794,110,
Haryana,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,98.48396256,98,
Karnataka,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,96.38608371,96,
Kerala,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,97.58086543,97,
Maharashtra,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,97.46275818,97,
Manipur,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,84.77667712,84,
Meghalaya,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,87.92690847,87,
Mizoram,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,93.24500519,93,
Nagaland,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,90.72712079,90,
Odisha,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,85.49084263,85,
Punjab,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,93.74780943,93,
Rajasthan,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,88.73945548,88,
Sikkim,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,105.5537866,105,
Tamil Nadu,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,95.9242214,95,
Tripura,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,88.65763608,88,
West Bengal,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,88.64229372,88,
Bihar,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,76.36164987,76,
Chhattisgarh,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,87.90026137,87,
Jharkhand,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,84.34089636,84,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,85.54128798,85,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,81.72312984,81,
Gujarat,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,96.43358082,96,
Telangana,2019,35-39 y,Mental Disorder,Male,Eating disorders,Work ,96.91145904,96,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,36.25556288,36,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,37.84986031,37,
Uttarakhand,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,39.79876216,39,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,39.35691121,39,
Other Union Territories,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,41.04546496,41,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,37.65055817,37,
Assam,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,34.96390775,34,
Delhi,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,43.18436258,43,
Goa,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,44.24957866,44,
Haryana,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,40.1986675,40,
Karnataka,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,39.28703253,39,
Kerala,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,39.71881765,39,
Maharashtra,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,39.99966436,39,
Manipur,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,35.0759469,35,
Meghalaya,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,36.07293034,36,
Mizoram,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,38.0335063,38,
Nagaland,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,37.2680062,37,
Odisha,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,35.1597218,35,
Punjab,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,38.57129197,38,
Rajasthan,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,36.37411922,36,
Sikkim,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,42.43756736,42,
Tamil Nadu,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,39.04795988,39,
Tripura,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,36.4911292,36,
West Bengal,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,36.23196462,36,
Bihar,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,31.54336289,31,
Chhattisgarh,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,36.31817972,36,
Jharkhand,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,34.54510571,34,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,35.08800691,35,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,33.6788775,33,
Gujarat,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,39.71226111,39,
Telangana,2019,35-39 y,Mental Disorder,Female,Eating disorders,Work ,39.28751568,39,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Uttarakhand,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Other Union Territories,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Assam,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Delhi,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Goa,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Haryana,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Karnataka,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Kerala,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Maharashtra,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Manipur,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Meghalaya,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Mizoram,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Nagaland,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Odisha,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Punjab,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Rajasthan,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Sikkim,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Tamil Nadu,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Tripura,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
West Bengal,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Bihar,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Chhattisgarh,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Jharkhand,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Gujarat,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Telangana,2019,35-39 y,Mental Disorder,Male,Attention-deficit/hyperactivity disorder,Work ,0,0,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Uttarakhand,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Other Union Territories,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Assam,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Delhi,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Goa,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Haryana,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Karnataka,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Kerala,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Maharashtra,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Manipur,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Meghalaya,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Mizoram,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Nagaland,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Odisha,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Punjab,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Rajasthan,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Sikkim,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Tamil Nadu,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Tripura,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
West Bengal,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Bihar,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Chhattisgarh,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Jharkhand,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Madhya Pradesh,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Uttar Pradesh,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Gujarat,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Telangana,2019,35-39 y,Mental Disorder,Female,Attention-deficit/hyperactivity disorder,Work ,0,0,
Jammu & Kashmir and Ladakh,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.99719334,22,
Arunachal Pradesh,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.91100101,22,
Uttarakhand,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.78583762,22,
Himachal Pradesh,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.78571906,22,
Other Union Territories,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.28936307,22,
Andhra Pradesh,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,23.1114317,23,
Assam,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,23.7730069,23,
Delhi,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.34183697,22,
Goa,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.30717676,22,
Haryana,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.84477466,22,
Karnataka,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.97255154,22,
Kerala,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.54305529,22,
Maharashtra,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.70093178,22,
Manipur,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,23.47389469,23,
Meghalaya,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,23.22859255,23,
Mizoram,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.89039278,22,
Nagaland,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,23.04095561,23,
Odisha,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,23.42024771,23,
Punjab,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.99968986,22,
Rajasthan,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,23.15787543,23,
Sikkim,2019,35-39 y,Mental Disorder,Male,Schizophrenia,Work ,22.39165484,22,
